pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
Kepler-261,b,Kepler-261 b,Transit,0,2,10.381227,0.088,,,,,0.194,,0,1,0,1,19h25m27.55s,291.364773,+37d36m33.1s,37.609184,338,13.562,Kepler-band,13.529,5098,,0.79,2014-05-14,Kepler
Kepler-261,c,Kepler-261 c,Transit,0,2,24.570858,0.156,,,,,0.178,,0,1,0,1,19h25m27.55s,291.364773,+37d36m33.1s,37.609184,338,13.562,Kepler-band,13.529,5098,,0.79,2014-05-14,Kepler
Kepler-262,b,Kepler-262 b,Transit,0,2,13.060855,0.108,,,,,0.121,,0,1,0,1,19h22m54.88s,290.728675,+37d15m09.5s,37.252649,810,14.246,Kepler-band,14.224,5841,,0.88,2014-05-14,Kepler
Kepler-262,c,Kepler-262 c,Transit,0,2,21.853722,0.152,,,,,0.146,,0,1,0,1,19h22m54.88s,290.728675,+37d15m09.5s,37.252649,810,14.246,Kepler-band,14.224,5841,,0.88,2014-05-14,Kepler
Kepler-263,b,Kepler-263 b,Transit,0,2,16.568087,0.12,,,,,0.238,,0,1,0,1,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,891,15.391,Kepler-band,15.417,5265,,0.79,2014-05-14,Kepler
Kepler-263,c,Kepler-263 c,Transit,0,2,47.332773,0.242,,,,,0.22,,0,1,0,1,19h29m52.74s,292.469762,+37d34m04.1s,37.567794,891,15.391,Kepler-band,15.417,5265,,0.79,2014-05-14,Kepler
Kepler-264,b,Kepler-264 b,Transit,0,2,40.806231,0.249,,,,,0.297,,0,1,0,1,19h28m10.71s,292.044615,+37d22m34.5s,37.376246,955,13.038,Kepler-band,13.013,6158,,1.55,2014-05-14,Kepler
Kepler-264,c,Kepler-264 c,Transit,0,2,140.101261,0.566,,,,,0.252,,0,1,0,1,19h28m10.71s,292.044615,+37d22m34.5s,37.376246,955,13.038,Kepler-band,13.013,6158,,1.55,2014-05-14,Kepler
Kepler-265,b,Kepler-265 b,Transit,0,4,6.846262,0.069,,,,,0.166,,0,1,0,1,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,1360,15.381,Kepler-band,15.352,5835,,1.1,2014-05-14,Kepler
Kepler-265,c,Kepler-265 c,Transit,0,4,17.028937,0.127,,,,,0.235,,0,1,0,1,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,1360,15.381,Kepler-band,15.352,5835,,1.1,2014-05-14,Kepler
Kepler-265,d,Kepler-265 d,Transit,0,4,43.130617,0.236,,,,,0.222,,0,1,0,1,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,1360,15.381,Kepler-band,15.352,5835,,1.1,2014-05-14,Kepler
Kepler-265,e,Kepler-265 e,Transit,0,4,67.831024,0.319,,,,,0.231,,0,1,0,1,19h22m02.51s,290.510478,+41d14m41.4s,41.24482,1360,15.381,Kepler-band,15.352,5835,,1.1,2014-05-14,Kepler
Kepler-266,b,Kepler-266 b,Transit,0,2,6.61833,0.071,,,,,0.221,,0,1,0,1,19h37m56.25s,294.484378,+44d10m00.9s,44.166916,1090,15.59,Kepler-band,15.577,5885,,1.03,2014-05-14,Kepler
Kepler-266,c,Kepler-266 c,Transit,0,2,107.723601,0.457,,,,,0.347,,0,1,0,1,19h37m56.25s,294.484378,+44d10m00.9s,44.166916,1090,15.59,Kepler-band,15.577,5885,,1.03,2014-05-14,Kepler
Kepler-267,b,Kepler-267 b,Transit,0,3,3.353728,0.037,,,,,0.177,,0,1,0,1,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,281,15.438,Kepler-band,15.469,4258,,0.56,2014-05-14,Kepler
Kepler-267,c,Kepler-267 c,Transit,0,3,6.87745,0.06,,,,,0.19,,0,1,0,1,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,281,15.438,Kepler-band,15.469,4258,,0.56,2014-05-14,Kepler
Kepler-267,d,Kepler-267 d,Transit,0,3,28.464515,0.154,,,,,0.203,,0,1,0,1,19h59m19.29s,299.830387,+47d09m26.9s,47.157461,281,15.438,Kepler-band,15.469,4258,,0.56,2014-05-14,Kepler
Kepler-268,b,Kepler-268 b,Transit,0,2,25.934138,0.18,,,,,0.227,,0,1,0,1,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,818,13.703,Kepler-band,13.668,6081,,1.27,2014-05-14,Kepler
Kepler-268,c,Kepler-268 c,Transit,0,2,83.446393,0.391,,,,,0.302,,0,1,0,1,19h27m54.28s,291.976175,+38d03m18.3s,38.055075,818,13.703,Kepler-band,13.668,6081,,1.27,2014-05-14,Kepler
Kepler-269,b,Kepler-269 b,Transit,0,2,5.326718,0.061,,,,,0.22,,0,1,0,1,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,1193,15.808,Kepler-band,15.735,5847,,0.96,2014-05-14,Kepler
Kepler-269,c,Kepler-269 c,Transit,0,2,8.127899,0.081,,,,,0.151,,0,1,0,1,19h20m51.64s,290.215171,+41d46m33.5s,41.775967,1193,15.808,Kepler-band,15.735,5847,,0.96,2014-05-14,Kepler
Kepler-27,b,Kepler-27 b,Transit,0,2,15.3348,0.118,,,9.11,Mass,0.357,,1,1,0,1,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,1140,15.855,Kepler-band,15.816,5400,0.65,0.59,2014-05-14,Kepler
Kepler-27,c,Kepler-27 c,Transit,0,2,31.3309,0.191,,,13.8,Mass,0.437,,1,1,0,1,19h28m56.82s,292.236769,+41d05m09.2s,41.085876,1140,15.855,Kepler-band,15.816,5400,0.65,0.59,2014-05-14,Kepler
Kepler-270,b,Kepler-270 b,Transit,0,2,11.476094,0.107,,,,,0.179,,0,1,0,1,18h48m48.02s,282.2001,+44d25m20.3s,44.422302,1019,13.908,Kepler-band,13.859,6067,,1.46,2014-05-14,Kepler
Kepler-270,c,Kepler-270 c,Transit,0,2,25.262887,0.18,,,,,0.158,,0,1,0,1,18h48m48.02s,282.2001,+44d25m20.3s,44.422302,1019,13.908,Kepler-band,13.859,6067,,1.46,2014-05-14,Kepler
Kepler-271,b,Kepler-271 b,Transit,0,3,10.43547805,,,,,,0.11,,0,1,0,1,18h52m00.72s,283.00298,+44d17m03.2s,44.284233,418,13.404,Kepler-band,13.428,5555,0.9,0.87,2016-05-10,Kepler
Kepler-271,c,Kepler-271 c,Transit,0,3,7.41086267,,,,,,0.085,,0,1,0,1,18h52m00.72s,283.00298,+44d17m03.2s,44.284233,418,13.404,Kepler-band,13.428,5555,0.9,0.87,2016-05-10,Kepler
Kepler-271,d,Kepler-271 d,Transit,0,3,5.24972541,,,,,,0.059,,0,1,0,1,18h52m00.72s,283.00298,+44d17m03.2s,44.284233,418,13.404,Kepler-band,13.428,5555,0.9,0.87,2016-05-10,Kepler
Kepler-272,b,Kepler-272 b,Transit,0,3,2.971353,0.038,,,,,0.128,,0,1,0,1,19h56m30.61s,299.127524,+47d35m37.8s,47.59383,699,14.678,Kepler-band,14.659,5297,,0.93,2014-05-14,Kepler
Kepler-272,c,Kepler-272 c,Transit,0,3,6.057342,0.061,,,,,0.16,,0,1,0,1,19h56m30.61s,299.127524,+47d35m37.8s,47.59383,699,14.678,Kepler-band,14.659,5297,,0.93,2014-05-14,Kepler
Kepler-272,d,Kepler-272 d,Transit,0,3,10.937304,0.091,,,,,0.201,,0,1,0,1,19h56m30.61s,299.127524,+47d35m37.8s,47.59383,699,14.678,Kepler-band,14.659,5297,,0.93,2014-05-14,Kepler
Kepler-273,b,Kepler-273 b,Transit,0,2,2.936532,0.037,,,,,0.134,,0,1,0,1,19h25m12.53s,291.302209,+47d41m51.9s,47.697758,874,14.968,Kepler-band,14.968,5626,,0.81,2014-05-14,Kepler
Kepler-273,c,Kepler-273 c,Transit,0,2,8.014927,0.073,,,,,0.177,,0,1,0,1,19h25m12.53s,291.302209,+47d41m51.9s,47.697758,874,14.968,Kepler-band,14.968,5626,,0.81,2014-05-14,Kepler
Kepler-274,b,Kepler-274 b,Transit,0,2,11.634788,0.101,,,,,0.137,,0,1,0,1,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,1172,15.035,Kepler-band,15.032,6023,,1.01,2014-05-14,Kepler
Kepler-274,c,Kepler-274 c,Transit,0,2,33.197861,0.204,,,,,0.164,,0,1,0,1,19h31m41.47s,292.922774,+38d28m38.2s,38.477274,1172,15.035,Kepler-band,15.032,6023,,1.01,2014-05-14,Kepler
Kepler-275,b,Kepler-275 b,Transit,0,3,10.300682,0.098,,,,,0.209,,0,1,0,1,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,1818,15.319,Kepler-band,15.287,6165,,1.38,2014-05-14,Kepler
Kepler-275,c,Kepler-275 c,Transit,0,3,16.088134,0.132,,,,,0.302,,0,1,0,1,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,1818,15.319,Kepler-band,15.287,6165,,1.38,2014-05-14,Kepler
Kepler-275,d,Kepler-275 d,Transit,0,3,35.676062,0.224,,,,,0.297,,0,1,0,1,19h29m55.13s,292.479713,+38d30m53.7s,38.514927,1818,15.319,Kepler-band,15.287,6165,,1.38,2014-05-14,Kepler
Kepler-276,b,Kepler-276 b,Transit,0,3,14.12841,0.119,,,,,0.256,,0,1,0,1,19h34m16.36s,293.56815,+39d02m10.8s,39.036326,1326,15.368,Kepler-band,15.365,6105,,1.05,2014-05-14,Kepler
Kepler-276,c,Kepler-276 c,Transit,0,3,31.884,,,,0.052,Mass,0.259,,1,1,0,1,19h34m16.36s,293.56815,+39d02m10.8s,39.036326,1326,15.368,Kepler-band,15.365,6105,,1.05,2014-05-14,Kepler
Kepler-276,d,Kepler-276 d,Transit,0,3,48.648,,,,0.051,Mass,0.25,,1,1,0,1,19h34m16.36s,293.56815,+39d02m10.8s,39.036326,1326,15.368,Kepler-band,15.365,6105,,1.05,2014-05-14,Kepler
Kepler-277,b,Kepler-277 b,Transit,0,2,17.324,,,,0.275,Mass,0.261,,1,1,0,1,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,859,13.42,Kepler-band,13.388,5946,,1.65,2014-05-14,Kepler
Kepler-277,c,Kepler-277 c,Transit,0,2,33.006,,,,0.202,Mass,0.3,,1,1,0,1,19h06m19.96s,286.583175,+39d04m38.0s,39.077209,859,13.42,Kepler-band,13.388,5946,,1.65,2014-05-14,Kepler
Kepler-278,b,Kepler-278 b,Transit,0,2,30.160546,0.207,,,,,0.363,,1,1,0,1,19h20m25.73s,290.107193,+38d42m08.0s,38.702235,431,11.584,Kepler-band,11.53,4991,,2.94,2014-05-14,Kepler
Kepler-278,c,Kepler-278 c,Transit,0,2,51.078775,0.294,,,,,0.32,,1,1,0,1,19h20m25.73s,290.107193,+38d42m08.0s,38.702235,431,11.584,Kepler-band,11.53,4991,,2.94,2014-05-14,Kepler
Kepler-279,b,Kepler-279 b,Transit,0,3,12.309681,0.112,,,,,0.323,,1,1,0,1,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,1223,13.659,Kepler-band,13.585,6363,,1.75,2014-05-14,Kepler
Kepler-279,c,Kepler-279 c,Transit,0,3,35.736,,,,0.155,Mass,0.384,,1,1,0,1,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,1223,13.659,Kepler-band,13.585,6363,,1.75,2014-05-14,Kepler
Kepler-279,d,Kepler-279 d,Transit,0,3,54.414,,,,0.118,Mass,0.277,,1,1,0,1,19h09m33.89s,287.391224,+42d11m41.4s,42.194836,1223,13.659,Kepler-band,13.585,6363,,1.75,2014-05-14,Kepler
Kepler-28,b,Kepler-28 b,Transit,0,2,5.9123,0.062,,,1.51,Mass,0.321,,1,1,0,1,19h28m32.89s,292.137029,+42d25m45.9s,42.42942,472,15.036,Kepler-band,15.026,4590,0.75,0.7,2014-05-14,Kepler
Kepler-28,c,Kepler-28 c,Transit,0,2,8.9858,0.081,,,1.36,Mass,0.303,,1,1,0,1,19h28m32.89s,292.137029,+42d25m45.9s,42.42942,472,15.036,Kepler-band,15.026,4590,0.75,0.7,2014-05-14,Kepler
Kepler-280,b,Kepler-280 b,Transit,0,2,2.139542,0.032,,,,,0.129,,0,1,0,1,19h25m33.72s,291.39051,+42d10m50.1s,42.180588,751,14.466,Kepler-band,14.457,5744,,0.89,2014-05-14,Kepler
Kepler-280,c,Kepler-280 c,Transit,0,2,4.807091,0.056,,,,,0.179,,0,1,0,1,19h25m33.72s,291.39051,+42d10m50.1s,42.180588,751,14.466,Kepler-band,14.457,5744,,0.89,2014-05-14,Kepler
Kepler-281,b,Kepler-281 b,Transit,0,2,14.646008,0.117,,,,,0.252,,0,1,0,1,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,1276,15.773,Kepler-band,15.754,5723,,0.9,2014-05-14,Kepler
Kepler-281,c,Kepler-281 c,Transit,0,2,36.337373,0.215,,,,,0.474,,0,1,0,1,19h36m25.97s,294.108191,+44d46m14.5s,44.770699,1276,15.773,Kepler-band,15.754,5723,,0.9,2014-05-14,Kepler
Kepler-282,b,Kepler-282 b,Transit,0,4,9.220524,0.082,,,,,0.09,,0,1,0,1,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,1048,15.204,Kepler-band,15.178,5602,,0.9,2014-05-14,Kepler
Kepler-282,c,Kepler-282 c,Transit,0,4,13.638723,0.106,,,,,0.107,,0,1,0,1,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,1048,15.204,Kepler-band,15.178,5602,,0.9,2014-05-14,Kepler
Kepler-282,d,Kepler-282 d,Transit,0,4,24.806,,,,0.192,Mass,0.219,,1,1,0,1,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,1048,15.204,Kepler-band,15.178,5602,,0.9,2014-05-14,Kepler
Kepler-282,e,Kepler-282 e,Transit,0,4,44.347,,,,0.177,Mass,0.277,,1,1,0,1,18h58m42.55s,284.677277,+44d47m51.7s,44.797684,1048,15.204,Kepler-band,15.178,5602,,0.9,2014-05-14,Kepler
Kepler-283,b,Kepler-283 b,Transit,0,2,11.008151,0.082,,,,,0.19,,0,1,0,1,19h34m27.29s,293.613726,+47d50m20.4s,47.838998,453,15.847,Kepler-band,15.875,4351,,0.57,2014-05-14,Kepler
Kepler-283,c,Kepler-283 c,Transit,0,2,92.743711,0.341,,,,,0.162,,0,1,0,1,19h34m27.29s,293.613726,+47d50m20.4s,47.838998,453,15.847,Kepler-band,15.875,4351,,0.57,2014-05-14,Kepler
Kepler-284,b,Kepler-284 b,Transit,0,2,12.699149,0.104,,,,,0.2,,0,1,0,1,19h32m35.16s,293.146491,+47d43m46.7s,47.729649,1219,15.824,Kepler-band,15.813,5615,,0.81,2014-05-14,Kepler
Kepler-284,c,Kepler-284 c,Transit,0,2,37.514456,0.213,,,,,0.233,,0,1,0,1,19h32m35.16s,293.146491,+47d43m46.7s,47.729649,1219,15.824,Kepler-band,15.813,5615,,0.81,2014-05-14,Kepler
Kepler-285,b,Kepler-285 b,Transit,0,2,2.633867,0.036,,,,,0.12,,0,1,0,1,19h25m33.82s,291.390905,+48d03m56.2s,48.065609,789,15.173,Kepler-band,15.152,5411,,0.81,2014-05-14,Kepler
Kepler-285,c,Kepler-285 c,Transit,0,2,6.186676,0.064,,,,,0.1,,0,1,0,1,19h25m33.82s,291.390905,+48d03m56.2s,48.065609,789,15.173,Kepler-band,15.152,5411,,0.81,2014-05-14,Kepler
Kepler-286,b,Kepler-286 b,Transit,0,4,1.796302,0.027,,,,,0.111,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,1281,15.587,Kepler-band,15.545,5580,,0.86,2014-05-14,Kepler
Kepler-286,c,Kepler-286 c,Transit,0,4,3.468095,0.042,,,,,0.122,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,1281,15.587,Kepler-band,15.545,5580,,0.86,2014-05-14,Kepler
Kepler-286,d,Kepler-286 d,Transit,0,4,5.914323,0.061,,,,,0.119,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,1281,15.587,Kepler-band,15.545,5580,,0.86,2014-05-14,Kepler
Kepler-286,e,Kepler-286 e,Transit,0,4,29.221289,0.176,,,,,0.158,,0,1,0,1,19h22m42.27s,290.676145,+48d17m39.4s,48.294289,1281,15.587,Kepler-band,15.545,5580,,0.86,2014-05-14,Kepler
Kepler-287,b,Kepler-287 b,Transit,0,2,20.342199,0.145,,,,,0.208,,0,1,0,1,19h23m42.59s,290.927458,+48d26m36.8s,48.44355,866,14.775,Kepler-band,14.744,5806,,1.03,2014-05-14,Kepler
Kepler-287,c,Kepler-287 c,Transit,0,2,44.851896,0.246,,,,,0.291,,0,1,0,1,19h23m42.59s,290.927458,+48d26m36.8s,48.44355,866,14.775,Kepler-band,14.744,5806,,1.03,2014-05-14,Kepler
Kepler-288,b,Kepler-288 b,Transit,0,3,6.097326,0.065,,,,,0.149,,0,1,0,1,19h15m39.94s,288.916426,+39d35m41.0s,39.594717,1176,15.151,Kepler-band,15.152,5918,,1.09,2014-05-14,Kepler
Kepler-288,c,Kepler-288 c,Transit,0,3,19.305772,0.14,,,,,0.254,,0,1,0,1,19h15m39.94s,288.916426,+39d35m41.0s,39.594717,1176,15.151,Kepler-band,15.152,5918,,1.09,2014-05-14,Kepler
Kepler-288,d,Kepler-288 d,Transit,0,3,56.633742,0.287,,,,,0.238,,0,1,0,1,19h15m39.94s,288.916426,+39d35m41.0s,39.594717,1176,15.151,Kepler-band,15.152,5918,,1.09,2014-05-14,Kepler
Kepler-289,b,Kepler-289 b,Transit,0,3,34.545,0.21,,89.59,0.023,Mass,0.192,4.1,1,1,0,1,19h49m51.68s,297.465344,+42d52m58.3s,42.88285,700,13.956,Kepler-band,13.963,5990,1.08,1,2014-11-19,Kepler
Kepler-289,c,Kepler-289 c,Transit,0,3,125.8518,0.51,,89.794,0.42,Mass,1.034,0.47,1,1,0,2,19h49m51.68s,297.465344,+42d52m58.3s,42.88285,700,13.956,Kepler-band,13.963,5990,1.08,1,2014-11-19,Kepler
Kepler-289,d,Kepler-289 d,Transit,0,3,66.0634,0.33,,89.73,0.013,Mass,0.239,1.2,1,1,0,1,19h49m51.68s,297.465344,+42d52m58.3s,42.88285,700,13.956,Kepler-band,13.963,5990,1.08,1,2014-11-19,Kepler
Kepler-29,b,Kepler-29 b,Transit,0,2,10.3384,,,,0.01419,Mass,0.299,0.65,1,1,0,1,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,1400,15.282,Kepler-band,15.282,5701,0.98,0.93,2016-04-07,Kepler
Kepler-29,c,Kepler-29 c,Transit,0,2,13.2884,,,,0.01259,Mass,0.28,0.7,1,1,0,1,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,1400,15.282,Kepler-band,15.282,5701,0.98,0.93,2016-04-07,Kepler
Kepler-290,b,Kepler-290 b,Transit,0,2,14.589347,0.11,,,,,0.201,,0,1,0,1,19h05m38.40s,286.409984,+42d40m53.6s,42.681553,741,15.596,Kepler-band,15.565,5147,,0.74,2014-05-14,Kepler
Kepler-290,c,Kepler-290 c,Transit,0,2,36.77031,0.205,,,,,0.241,,0,1,0,1,19h05m38.40s,286.409984,+42d40m53.6s,42.681553,741,15.596,Kepler-band,15.565,5147,,0.74,2014-05-14,Kepler
Kepler-291,b,Kepler-291 b,Transit,0,2,3.546511,0.047,,,,,0.193,,0,1,0,1,19h11m39.93s,287.916357,+42d26m14.3s,42.437302,1296,15.934,Kepler-band,15.898,6002,,1.02,2014-05-14,Kepler
Kepler-291,c,Kepler-291 c,Transit,0,2,5.700786,0.065,,,,,0.168,,0,1,0,1,19h11m39.93s,287.916357,+42d26m14.3s,42.437302,1296,15.934,Kepler-band,15.898,6002,,1.02,2014-05-14,Kepler
Kepler-292,b,Kepler-292 b,Transit,0,5,2.580827,0.035,,,,,0.118,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,1051,15.956,Kepler-band,15.942,5299,,0.83,2014-05-14,Kepler
Kepler-292,c,Kepler-292 c,Transit,0,5,3.715335,0.045,,,,,0.131,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,1051,15.956,Kepler-band,15.942,5299,,0.83,2014-05-14,Kepler
Kepler-292,d,Kepler-292 d,Transit,0,5,7.055679,0.068,,,,,0.199,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,1051,15.956,Kepler-band,15.942,5299,,0.83,2014-05-14,Kepler
Kepler-292,e,Kepler-292 e,Transit,0,5,11.97901,0.097,,,,,0.238,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,1051,15.956,Kepler-band,15.942,5299,,0.83,2014-05-14,Kepler
Kepler-292,f,Kepler-292 f,Transit,0,5,20.834237,0.141,,,,,0.21,,0,1,0,1,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,1051,15.956,Kepler-band,15.942,5299,,0.83,2014-05-14,Kepler
Kepler-293,b,Kepler-293 b,Transit,0,2,19.254196,0.144,,,,,0.274,,0,1,0,1,19h05m25.93s,286.358057,+42d24m23.4s,42.406509,1068,15.368,Kepler-band,15.333,5804,,0.96,2014-05-14,Kepler
Kepler-293,c,Kepler-293 c,Transit,0,2,54.155743,0.286,,,,,0.342,,0,1,0,1,19h05m25.93s,286.358057,+42d24m23.4s,42.406509,1068,15.368,Kepler-band,15.333,5804,,0.96,2014-05-14,Kepler
Kepler-294,b,Kepler-294 b,Transit,0,2,3.701212,0.048,,,,,0.158,,0,1,0,1,19h09m34.08s,287.392009,+46d03m33.5s,46.059312,1364,15.843,Kepler-band,15.819,5913,,0.98,2014-05-14,Kepler
Kepler-294,c,Kepler-294 c,Transit,0,2,6.6264,0.071,,,,,0.242,,0,1,0,1,19h09m34.08s,287.392009,+46d03m33.5s,46.059312,1364,15.843,Kepler-band,15.819,5913,,0.98,2014-05-14,Kepler
Kepler-295,b,Kepler-295 b,Transit,0,3,12.645164,0.099,,,,,0.109,,0,1,0,1,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,630,14.447,Kepler-band,14.433,5603,,0.9,2014-05-14,Kepler
Kepler-295,c,Kepler-295 c,Transit,0,3,21.526258,0.142,,,,,0.104,,0,1,0,1,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,630,14.447,Kepler-band,14.433,5603,,0.9,2014-05-14,Kepler
Kepler-295,d,Kepler-295 d,Transit,0,3,33.884054,0.192,,,,,0.121,,0,1,0,1,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,630,14.447,Kepler-band,14.433,5603,,0.9,2014-05-14,Kepler
Kepler-296,b,Kepler-296 b,Transit,0,5,10.864384,0.079,0.33,,,,0.144,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,15.921,Kepler-band,15.901,3740,0.5,0.48,2015-09-03,Kepler
Kepler-296,c,Kepler-296 c,Transit,0,5,5.8416366,0.0521,0.33,,,,0.178,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,15.921,Kepler-band,15.901,3740,0.5,0.48,2015-09-03,Kepler
Kepler-296,d,Kepler-296 d,Transit,0,5,19.850291,0.118,0.33,,,,0.186,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,15.921,Kepler-band,15.901,3740,0.5,0.48,2015-09-03,Kepler
Kepler-296,e,Kepler-296 e,Transit,0,5,34.14211,0.169,0.33,,,,0.136,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,15.921,Kepler-band,15.901,3740,0.5,0.48,2015-09-03,Kepler
Kepler-296,f,Kepler-296 f,Transit,0,5,63.33627,0.255,0.33,,,,0.161,,0,1,0,2,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,15.921,Kepler-band,15.901,3740,0.5,0.48,2015-09-03,Kepler
Kepler-297,b,Kepler-297 b,Transit,0,2,38.871826,0.217,,,,,0.256,,1,1,0,1,18h52m50.20s,283.209159,+48d46m39.5s,48.777645,745,14.232,Kepler-band,14.192,5619,,0.92,2014-05-14,Kepler
Kepler-297,c,Kepler-297 c,Transit,0,2,74.920137,0.336,,,,,0.583,,1,1,0,1,18h52m50.20s,283.209159,+48d46m39.5s,48.777645,745,14.232,Kepler-band,14.192,5619,,0.92,2014-05-14,Kepler
Kepler-298,b,Kepler-298 b,Transit,0,3,10.475464,0.08,,,,,0.175,,0,1,0,1,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,504,15.415,Kepler-band,15.418,4465,,0.58,2014-05-14,Kepler
Kepler-298,c,Kepler-298 c,Transit,0,3,22.92881,0.136,,,,,0.172,,0,1,0,1,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,504,15.415,Kepler-band,15.418,4465,,0.58,2014-05-14,Kepler
Kepler-298,d,Kepler-298 d,Transit,0,3,77.473633,0.305,,,,,0.223,,0,1,0,1,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,504,15.415,Kepler-band,15.418,4465,,0.58,2014-05-14,Kepler
Kepler-299,b,Kepler-299 b,Transit,0,4,2.927128,0.04,,,,,0.118,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1024,15.017,Kepler-band,15.01,5617,,1.03,2014-05-14,Kepler
Kepler-299,c,Kepler-299 c,Transit,0,4,6.885875,0.07,,,,,0.236,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1024,15.017,Kepler-band,15.01,5617,,1.03,2014-05-14,Kepler
Kepler-299,d,Kepler-299 d,Transit,0,4,15.054786,0.118,,,,,0.166,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1024,15.017,Kepler-band,15.01,5617,,1.03,2014-05-14,Kepler
Kepler-299,e,Kepler-299 e,Transit,0,4,38.285489,0.22,,,,,0.167,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1024,15.017,Kepler-band,15.01,5617,,1.03,2014-05-14,Kepler
Kepler-30,b,Kepler-30 b,Transit,0,3,29.33434,0.18,0.042,90.179,0.036,Mass,0.348,1.02,1,1,0,0,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,1400,15.403,Kepler-band,15.376,5498,0.99,0.95,2014-05-14,Kepler
Kepler-30,c,Kepler-30 c,Transit,0,3,60.323105,0.3,0.0111,90.323,2.01,Mass,1.097,1.88,1,1,0,1,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,1400,15.403,Kepler-band,15.376,5498,0.99,0.95,2014-05-14,Kepler
Kepler-30,d,Kepler-30 d,Transit,0,3,143.34394,0.5,0.022,89.841,0.073,Mass,0.785,0.19,1,1,0,1,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,1400,15.403,Kepler-band,15.376,5498,0.99,0.95,2014-05-14,Kepler
Kepler-300,b,Kepler-300 b,Transit,0,2,10.446347,0.094,,,,,0.149,,0,1,0,1,19h41m09.29s,295.288694,+48d35m59.0s,48.59972,872,14.201,Kepler-band,14.18,5986,,0.9,2014-05-14,Kepler
Kepler-300,c,Kepler-300 c,Transit,0,2,40.714955,0.232,,,,,0.201,,0,1,0,1,19h41m09.29s,295.288694,+48d35m59.0s,48.59972,872,14.201,Kepler-band,14.18,5986,,0.9,2014-05-14,Kepler
Kepler-301,b,Kepler-301 b,Transit,0,3,2.508553,0.036,,,,,0.12,,0,1,0,1,18h55m55.91s,283.982968,+49d13m58.8s,49.23299,742,14.271,Kepler-band,14.274,5815,,0.9,2014-05-14,Kepler
